Date,Algerian Dinar,Australian Dollar,Bahrain Dinar,Bolivar Fuerte,Botswana Pula,Brazilian Real,Brunei Dollar,Canadian Dollar,Chilean Peso,Chinese Yuan,Colombian Peso,Czech Koruna,Danish Krone,Euro,Hungarian Forint,Icelandic Krona,Indian Rupee,Indonesian Rupiah,Iranian Rial,Israeli New Sheqel,Japanese Yen,Kazakhstani Tenge,Korean Won,Kuwaiti Dinar,Libyan Dinar,Malaysian Ringgit,Mauritian Rupee,Mexican Peso,Nepalese Rupee,New Zealand Dollar,Norwegian Krone,Nuevo Sol,Pakistani Rupee,Peso Uruguayo,Philippine Peso,Polish Zloty,Qatar Riyal,Rial Omani,Russian Ruble,Saudi Arabian Riyal,Singapore Dollar,South African Rand,Sri Lanka Rupee,Swedish Krona,Swiss Franc,Thai Baht,Trinidad And Tobago Dollar,Tunisian Dinar,U.A.E. Dirham,U.K. Pound Sterling,U.S. Dollar
2004-6-29,,0.6995,0.376,,0.21555,3.1239,1.7111,1.346,634.25,8.2766,2695.02,26.2777,6.1077,1.2169,208.34,72.38,45.96,9423.0,8656.315732,4.493,108.3,,1150.7,,1.932367,3.8,28.033,11.5297,74.445,0.6414,6.844,,58.1257,,,3.7425,3.64,0.3845,29.0274,3.75,1.7111,6.205,102.4167,7.51,1.2575,40.889,6.2819,,3.6725,1.8206,1.0
2004-6-30,,0.6889,0.376,,0.2153,3.1175,1.7163,1.3404,636.59,8.2766,2699.58,26.139,6.1148,1.2155,208.76,72.66,45.98,9415.0,8652.946659,4.497,108.38,,1152.5,0.2947,1.932367,3.8,28.0543,11.5258,74.445,0.6313,6.9408,,58.1257,,,3.747,3.64,0.3845,29.0471,3.75,1.7163,6.27,102.3086,7.5475,1.2538,40.937,6.2771,,3.6725,1.8117,1.0
2004-7-1,,0.6994,0.376,,0.21525,3.1067,1.7167,1.3404,636.3,8.2767,2694.09,26.193,6.1091,1.2168,206.63,72.56,45.88,9389.0,8636.565964,4.481,108.15,,1152.5,,1.932367,3.8,28.0718,11.4922,74.695,0.6359,6.937,,58.1257,,,,,0.3845,29.0388,,1.7167,6.18,102.3411,7.5475,,,6.2767,,3.6725,1.8175,1.0
2004-7-2,,0.7038,0.376,,0.2175,3.0739,1.7176,1.3252,632.42,8.2766,2682.25,26.198,6.1199,1.2148,206.51,72.63,45.96,9307.0,8652.524625,4.474,109.05,,1153.5,,1.932367,3.8,28.0627,11.4763,74.67,0.6409,6.9909,,58.14985,,,3.7166,3.64,0.3845,29.0409,3.75,1.7176,6.255,,7.54,1.2512,40.782,6.2788,,3.6725,1.8174,1.0
2004-7-5,,0.7134,0.376,,,3.0494,1.7125,1.3256,630.39,,2674.1,,6.052,1.2288,,72.17,45.75,,8605.598641,4.471,108.65,,1155.8,0.2947,1.932367,3.8,28.1158,11.4432,74.445,0.6475,6.9084,,,,,3.6774,3.64,0.3845,,3.75,1.7125,6.145,102.4603,,1.2352,40.719,6.2814,,3.6725,1.8325,1.0
2004-7-6,,0.7174,0.376,,0.2168,3.0308,1.7167,1.3264,630.87,8.2768,2674.1,,6.042,1.2309,203.82,72.08,45.98,8990.0,8613.140385,4.481,109.3,,1152.8,0.2947,1.932367,3.8,28.168,11.4948,74.445,0.6487,6.8783,,58.14985,,,3.6859,3.64,0.3845,29.0402,3.75,1.7167,6.175,102.4651,,1.2367,40.828,6.2767,,3.6725,1.8354,1.0
2004-7-7,,0.7186,0.376,,0.21745,3.041,1.7138,1.3196,632.01,8.2768,2672.95,25.519,6.0169,1.2357,202.95,71.59,45.95,8995.0,8618.717828,4.484,108.75,,1154.8,0.2947,1.932367,3.8,28.174,11.467,,0.6499,6.8305,,58.14985,,,3.659,3.64,0.3845,29.0639,3.75,1.7138,6.17,102.5233,7.44,1.228,40.808,6.2804,,3.6725,1.8524,1.0
2004-7-8,,0.7217,0.376,,0.21955,3.0359,1.7073,1.3163,632.27,8.2769,2675.05,25.481,6.0207,1.2348,202.93,71.52,45.73,8998.0,8666.334962,4.486,108.8,,1153.8,0.2947,1.932367,3.8,28.1533,11.5315,74.445,0.6565,6.8529,,58.14985,,,3.6674,3.64,0.3845,29.1019,3.75,1.7073,6.08,102.5784,7.43,1.229,40.805,6.2785,,3.6725,1.8491,1.0
2004-7-9,,0.7235,0.376,,0.22065,3.0467,1.7041,1.3209,631.95,8.2769,2677.42,25.458,6.0091,1.2372,202.55,70.93,45.76,8994.0,8649.247663,4.48,108.4,,,,1.932367,3.8,28.1177,11.5152,74.445,0.6569,6.8336,,58.27305,,,3.6651,3.64,0.3845,29.11,3.75,1.7041,6.075,102.8404,7.4075,1.2247,40.777,6.2671,,3.6725,1.8518,1.0
2004-7-12,,0.7246,0.376,,0.22025,3.0421,1.6992,1.3187,636.34,8.2768,2668.83,25.412,5.9977,1.2397,202.65,71.05,45.64,8825.0,8638.257786,4.478,107.9,,1150.7,0.2947,1.932367,3.8,28.1572,11.5009,74.445,0.6587,6.8226,,58.27305,,,3.6288,3.64,0.3845,29.1332,3.75,1.6992,6.075,102.7298,7.4125,1.2233,40.7,6.2688,,3.6725,1.8632,1.0
2004-7-13,,0.7249,0.376,,0.21865,3.0363,1.7006,1.3259,634.07,8.2768,2670.01,25.441,6.0102,1.2372,202.69,71.23,45.82,8867.0,8676.490984,4.485,108.7,,1147.4,0.2947,1.932367,3.8,28.2152,11.4949,74.445,0.6598,6.8489,,58.27305,,,3.6123,3.64,0.3845,29.1248,3.75,1.7006,6.075,102.8141,7.445,1.231,40.731,6.2826,,3.6725,1.8586,1.0
2004-7-14,,0.7256,0.376,,0.21955,3.0412,1.7015,1.3221,634.72,8.2767,2674.41,25.444,6.0056,1.2381,202.45,71.21,45.94,8965.0,8669.844736,4.492,109.13,,1149.7,0.2947,1.932367,3.8,28.255,11.4552,74.445,0.6567,6.8799,,58.27305,,,3.6102,3.64,0.3845,29.1037,3.75,1.7015,6.11,103.0078,7.4475,1.2327,40.766,6.2696,,3.6725,1.857,1.0
2004-7-15,,0.724,0.376,,0.2187,3.0276,1.7069,1.3235,631.86,8.2767,2662.19,25.358,6.0086,1.2374,202.2,71.34,46.15,8980.0,8674.060649,4.495,109.35,,1150.9,0.2947,1.932367,3.8,28.253,11.4909,,0.6528,6.8814,,58.27305,,,3.5877,3.64,0.3845,29.077,3.75,1.7069,6.09,102.9703,7.45,1.2357,40.825,6.2533,,3.6725,1.8503,1.0
2004-7-16,,0.7235,0.376,,0.22225,3.0207,1.7058,1.3086,629.65,8.2766,2642.78,25.373,6.0188,1.2353,202.15,71.36,46.17,,8678.764969,4.495,109.6,,1158.7,,1.932367,3.8,28.1237,11.4352,74.445,0.6507,6.8631,,58.2347,,,3.5844,3.64,0.3845,29.0908,3.75,1.7058,6.03,102.9967,7.4325,1.2373,40.853,6.2685,,3.6725,1.8557,1.0
2004-7-19,,0.7343,0.376,,0.22225,3.0013,1.6994,1.3079,622.34,8.2766,2628.3,25.124,5.9907,1.2412,200.92,70.96,45.95,8890.0,8627.584987,4.486,,,1166.8,0.2947,1.932367,3.8,28.2342,11.3785,74.695,0.6606,6.8297,,58.2347,,,3.5564,3.64,0.3845,29.0805,3.75,1.6994,5.89,102.9865,7.3975,1.2308,40.77,6.2762,,3.6725,1.8693,1.0
2004-7-20,,0.7307,0.376,,,2.9931,1.7023,1.3098,622.32,8.2767,,25.278,6.0043,1.2385,200.67,71.16,46.06,8965.0,8671.278053,4.486,108.5,,1158.2,0.2947,1.932367,3.8,28.215,11.3954,74.695,0.6544,6.8526,,58.2347,,,3.5905,3.64,0.3845,29.0815,3.75,1.7023,5.96,102.9688,7.3975,1.2354,40.801,6.2637,,3.6725,1.8582,1.0
2004-7-21,,0.7261,0.376,,0.2207,3.0033,1.7065,1.3242,623.46,8.2766,2632.64,25.573,6.0484,1.2296,202.56,71.16,46.09,8978.0,,4.488,108.55,,1162.1,0.2947,1.932367,3.8,28.1217,,74.695,0.6536,6.9169,,58.2347,,,3.6181,3.64,0.3845,29.0882,3.75,1.7065,6.01,102.8285,7.4525,1.2491,40.896,6.2669,,3.6725,1.841,1.0
2004-7-22,,0.7134,0.376,,0.2196,3.0239,1.7163,1.3131,627.68,8.2766,2633.14,25.612,6.0624,1.2268,203.98,71.28,46.18,9056.0,,4.492,109.8,,1159.0,0.2947,1.932367,3.8,28.1283,11.4463,74.695,0.639,6.9123,,58.2347,,,3.6398,3.64,0.3845,29.0891,3.75,1.7163,6.065,102.5405,7.4975,1.2497,41.002,,,3.6725,1.841,1.0
2004-7-23,,0.7131,0.376,,0.21605,3.0384,1.7191,1.3217,627.53,8.2766,2619.84,25.749,6.0995,1.2191,203.77,71.26,46.22,9043.0,,4.495,109.75,,1164.2,,1.932367,3.8,28.1837,11.434,74.695,0.6412,6.9535,,58.29935,,,3.6326,3.64,0.3845,29.083,3.75,1.7191,6.19,102.6326,7.5175,1.2564,41.036,6.2767,,3.6725,1.8337,1.0
2004-7-26,,0.712,0.376,,0.21695,3.0457,1.723,1.332,631.86,8.2767,2628.46,25.952,6.1138,1.2163,205.0,71.43,46.27,9085.0,8686.434576,4.499,109.65,,1164.6,0.2947,1.932367,3.8,28.2247,11.4582,74.945,0.635,6.9942,,58.29935,,,3.6535,3.64,0.3845,29.0928,3.75,1.723,6.17,102.6892,7.5675,1.2608,41.146,6.2712,,3.6725,1.8397,1.0
2004-7-27,,0.7116,0.376,,0.21505,3.0565,1.7221,1.3348,639.07,8.2767,2636.32,25.975,6.1105,1.2168,204.26,71.14,46.27,9128.0,8685.428213,,109.88,,1162.5,0.2947,1.932367,3.8,,11.5111,74.945,0.6366,6.9806,,58.29935,,,3.6478,3.64,0.3845,29.0832,3.75,1.7221,6.245,103.0242,7.59,1.2624,41.221,6.258,,3.6725,1.8417,1.0
2004-7-28,,0.7016,0.376,,0.21335,3.0662,1.7246,1.3305,644.37,8.2768,2639.72,26.307,6.1782,1.2034,205.97,71.93,46.31,9101.0,8765.122622,4.525,111.0,,1163.9,0.2947,1.932367,3.8,28.2217,11.4801,74.945,0.6277,7.0305,,58.29935,,,3.6711,3.64,0.3845,29.0871,3.75,1.7246,6.3,103.484,7.6275,1.2781,41.417,6.2713,,3.6725,1.8177,1.0
2004-7-29,,0.6988,0.376,,0.2142,,1.7248,1.3248,642.81,8.2769,2634.44,26.4,6.1818,1.2026,205.38,71.84,46.43,,8710.889482,4.527,111.65,,1168.2,0.2947,1.932367,3.8,28.269,11.4302,74.945,0.629,7.0314,,58.29935,,,3.6663,3.64,0.3845,29.0891,3.75,1.7248,,103.5072,7.6525,1.2792,41.41,6.2783,,3.6725,1.813,1.0
2004-7-30,,0.6986,0.376,,0.21585,,1.7243,1.3292,638.37,8.2769,2619.55,26.328,6.1763,1.2039,205.63,71.6,46.45,9168.0,8695.38704,4.516,112.08,,1168.3,,1.932367,3.8,28.2892,11.4079,74.945,0.6325,6.9939,,58.29935,,,3.6299,3.64,0.3845,29.1019,3.75,1.7243,6.245,103.3795,7.6625,1.2782,41.348,6.2659,,3.6725,1.816,1.0
2004-8-2,,,0.376,,0.2149,3.026,1.7157,,641.4,8.277,2612.44,26.231,6.1685,1.2055,,71.6,46.36,9115.0,8690.387256,4.518,111.25,,1171.3,0.2947,1.932367,3.8,28.3145,11.4253,75.195,0.6364,7.0029,,58.29935,,,3.6292,3.64,0.3845,29.1405,3.75,1.7157,6.215,103.5839,7.6625,1.2713,,,,3.6725,1.8297,1.0
2004-8-3,,0.7013,0.376,,0.2129,,1.7176,1.3191,643.76,8.277,2613.58,26.4,6.1853,1.2022,,71.77,46.3,9135.0,8732.446454,4.526,110.58,,1166.4,0.2947,1.932367,3.8,28.2697,11.4052,74.975,0.638,7.0088,,58.29935,,,3.677,,0.3845,29.1829,3.75,1.7176,6.325,103.8504,7.6625,1.2807,41.349,,,3.6725,1.8183,1.0
2004-8-4,,0.7025,0.376,,0.21315,3.0542,1.7216,1.3155,641.6,8.277,2605.85,26.523,6.2048,1.1983,208.81,71.99,46.37,9178.0,8717.719495,4.527,111.25,,1163.4,0.2947,1.932367,3.8,28.2437,11.4527,74.945,0.6449,7.022,,58.29935,,,3.6962,3.64,0.3845,29.1764,3.75,1.7216,6.28,103.95,,1.2818,41.425,6.2798,,3.6725,1.8188,1.0
2004-8-5,,0.7048,0.376,,0.2145,3.0571,1.7211,1.3178,643.81,8.2769,2609.39,26.349,6.1746,1.2042,206.66,71.6,46.33,9200.0,8694.364565,4.549,111.2,,1165.2,0.2947,,3.8,,11.457,74.945,0.6463,6.9486,,,,,3.6565,3.64,0.3845,29.1761,3.75,1.7211,6.23,103.9583,7.615,1.2754,41.457,6.2666,,3.6725,1.8242,1.0
2004-8-6,,0.7038,0.376,,0.21725,,1.7232,,641.86,8.2769,2609.61,26.205,6.1626,1.2064,,71.79,46.43,9191.0,,4.555,111.63,,1164.3,,1.932367,3.8,28.261,,,0.6421,6.9131,,,,,3.644,3.64,0.3845,29.1907,3.75,1.7232,,103.9362,7.6225,1.2768,41.462,,,3.6725,1.8216,1.0
2004-8-9,,0.7161,0.376,,0.2186,,,1.3165,639.52,8.2769,2602.91,25.72,6.0707,1.2247,202.01,70.98,46.38,9154.0,8637.117026,4.531,110.24,,1165.9,0.2947,1.932367,3.8,28.2863,11.3776,74.945,0.6523,6.7939,,58.29935,,,3.5666,3.64,0.3845,29.2491,3.75,,,103.8815,7.4925,1.256,41.384,6.254,,3.6725,1.841,1.0
2004-8-10,,0.715,0.376,,0.21795,,1.7125,1.3139,638.76,8.277,2597.71,25.551,6.0547,1.2279,200.79,71.27,46.46,9205.0,8709.327025,4.523,110.55,,1157.0,0.2947,1.932367,3.8,28.3225,11.3943,74.945,0.6543,6.777,,58.29935,,,3.5721,3.64,0.3845,29.2381,3.75,1.7125,6.12,103.9179,7.4725,1.2537,41.398,6.2756,,3.6725,1.8363,1.0
2004-8-11,,0.7128,0.376,,0.2169,,1.7165,1.3239,637.36,8.2769,2598.98,25.729,6.0793,1.2233,202.72,71.49,46.36,9240.0,8734.953257,4.535,111.28,,1155.7,0.2947,1.932367,3.8,28.296,11.4436,74.945,0.6526,6.8086,,58.29935,,,3.6311,3.64,0.3845,29.2519,3.75,1.7165,6.185,,7.515,1.2611,41.502,6.2715,,3.6725,1.8274,1.0
2004-8-12,,0.7141,0.376,,0.216,,1.712,1.3326,639.75,8.2769,2606.93,25.696,6.0688,1.2256,201.87,71.1,46.26,9235.0,8701.833487,4.534,110.62,,,0.2947,1.932367,3.8,28.2812,11.4414,74.945,0.6543,6.7877,,58.29935,,,3.598,3.64,0.3845,29.276,3.75,1.712,6.22,103.9851,7.5125,1.2554,,6.2647,,3.6725,1.8315,1.0
2004-8-13,,0.707,0.376,,0.20895,,1.718,,640.86,8.2768,2614.97,25.774,6.0874,1.2219,204.77,71.04,46.26,9265.0,8734.460297,4.545,111.7,,1158.8,,1.932367,3.8,28.2837,,74.945,0.6576,6.7837,,,,,3.6551,3.64,0.3845,29.2579,3.75,1.718,,103.7089,7.555,1.2581,41.556,6.2666,,3.6725,1.8194,1.0
2004-8-16,,0.7165,0.376,,0.20955,,1.7156,1.3076,640.25,8.2768,,25.499,6.0289,1.2337,200.72,70.37,46.32,9248.0,,4.537,110.63,,1162.2,0.2947,1.932367,3.8,28.3212,11.3848,74.945,0.6655,6.7115,,58.29935,,,3.6022,3.64,0.3845,29.2229,3.75,1.7156,6.485,102.7209,7.475,1.2426,41.536,6.2786,,3.6725,1.8427,1.0
2004-8-17,,0.7188,0.376,,0.2091,,1.7133,1.3078,638.77,8.2767,2609.92,25.518,6.0266,1.2338,200.82,70.66,46.41,,8714.870458,4.537,110.45,,1157.6,0.2947,1.932367,3.8,28.3373,11.3481,74.945,0.665,6.7118,,58.29935,,,3.586,3.64,0.3845,29.2152,3.75,1.7133,6.53,103.0427,7.4675,1.2458,41.509,6.2769,,3.6725,1.8368,1.0
2004-8-18,,0.7162,0.376,,0.2091,,1.7141,1.3073,635.12,8.2767,2608.88,25.536,6.0303,1.2331,200.76,71.09,46.39,9260.0,8718.718653,4.532,109.95,,1157.8,0.2947,1.932367,3.8,28.3445,11.3472,,0.664,6.7464,,58.29935,,,3.6048,3.64,0.3845,29.2176,3.75,1.7141,6.515,103.0238,7.48,1.2457,41.494,6.2627,,3.6725,1.8268,1.0
2004-8-19,,0.7146,0.376,,0.20805,2.9914,1.7137,1.2963,635.24,8.2768,2609.88,25.61,6.0176,1.2359,200.58,70.88,46.35,,8702.538793,4.538,109.5,,1157.7,0.2947,1.932367,3.8,28.3352,11.355,74.945,0.6639,6.7113,,58.29935,,,3.6184,3.64,0.3845,29.2325,3.75,1.7137,6.525,103.0331,7.47,1.2425,41.483,6.2663,,3.6725,1.8279,1.0
2004-8-20,,0.725,0.376,,0.2078,2.9785,1.7082,,631.61,8.2767,,25.734,6.0504,1.2293,,71.11,,9227.0,8712.372403,4.531,109.15,,,,1.932367,3.8,28.3152,,74.945,0.6718,6.7079,,58.81435,,,3.6163,3.64,0.3845,29.2199,3.75,1.7082,6.575,103.0063,7.4475,1.2477,41.434,,,3.6725,1.8255,1.0
2004-8-23,,0.7225,0.376,,0.20665,2.9734,1.7051,1.3063,633.22,8.2767,2606.57,25.894,6.0718,1.225,205.5,71.22,46.25,9240.0,8743.294745,4.527,109.2,,1154.6,0.2947,1.932367,3.8,,11.3764,74.945,0.672,6.7445,,58.81435,,,3.6332,3.64,0.3845,29.2178,3.75,1.7051,6.645,103.022,7.48,1.2566,41.441,6.2805,,3.6725,1.8172,1.0
2004-8-24,,0.7125,0.376,,0.20525,2.9679,1.7116,1.305,630.33,8.2767,2595.75,26.099,6.1272,1.2139,205.44,71.74,46.29,9280.0,8763.029948,4.525,109.95,,1152.8,0.2947,1.932367,3.8,28.3312,11.3859,74.945,0.6624,6.8235,,58.81435,,,3.6485,3.64,0.3845,29.2208,3.75,1.7116,6.68,103.0317,7.55,1.2708,41.504,6.2582,,3.6725,1.8053,1.0
2004-8-25,,0.7064,0.376,,0.20555,,1.7112,1.3041,626.13,8.2766,,26.245,6.155,1.2081,206.62,72.26,46.33,9268.0,8742.669625,4.536,109.5,,1154.7,0.2947,1.932367,3.8,28.3443,,74.945,0.6479,6.8811,,58.81435,,,3.67,3.64,0.3845,29.2225,3.75,1.7112,6.69,103.0245,7.5825,1.2733,41.508,6.2712,,3.6725,1.7969,1.0
2004-8-26,,0.7049,0.376,,0.2076,,1.7128,,627.03,8.2766,,26.244,6.1458,1.21,206.83,72.2,46.35,9290.0,,4.54,110.08,,1156.5,0.2947,1.932367,3.8,28.3912,,74.945,0.6484,6.8893,,58.81435,,,3.6883,3.64,0.3845,29.2226,3.75,1.7128,,103.0181,7.575,1.2755,41.695,6.2739,,3.6725,1.7955,1.0
2004-8-27,,0.7065,0.376,,0.20485,2.9533,1.7111,1.3103,628.61,8.2767,,26.351,,1.2085,,72.13,46.31,9287.0,,4.546,109.2,,1155.8,,,,28.3933,11.3739,74.945,0.6508,6.9119,,58.81435,,,3.7054,3.64,0.3845,,3.75,1.7111,6.65,103.02,7.545,1.2737,41.619,6.2632,,3.6725,1.8013,1.0
2004-8-30,,0.6967,0.376,,0.2049,2.9563,1.7143,1.3173,626.56,8.2767,2574.49,26.427,6.1723,1.2047,207.06,72.43,46.34,9343.0,,4.532,110.25,,1152.3,0.2947,1.932367,3.8,,11.4231,,0.6542,6.9353,,58.81435,,,3.6948,3.64,0.3845,29.2447,3.75,1.7143,6.69,103.0535,,1.2798,41.664,6.2733,,3.6725,1.7927,1.0
2004-8-31,,0.7011,0.376,,0.21495,,1.713,1.3167,628.95,8.2766,2551.43,26.321,6.1415,1.2111,206.39,72.36,46.34,9328.0,8719.296137,4.526,109.65,,1153.8,0.2947,1.932367,3.8,28.517,11.3807,74.945,0.6495,6.9367,,58.81435,,,3.6815,3.64,0.3845,29.2591,3.75,1.713,6.68,103.1164,7.5625,1.273,41.644,,,3.6725,1.7929,1.0
2004-9-1,,0.7047,0.376,,0.20785,,1.7086,1.3068,625.1,8.2766,2536.51,26.162,6.1125,1.2168,204.39,72.19,46.33,,8710.747312,4.511,109.22,,1153.7,0.2947,1.932367,3.8,,11.4145,,0.6556,6.8783,,,,,3.655,3.64,0.3845,29.2552,3.75,1.7086,6.63,103.1605,7.51,1.2638,41.616,,,3.6725,1.7986,1.0
2004-9-2,,0.7001,0.376,,0.2089,,1.7062,1.2996,626.76,8.2767,2538.59,26.074,6.1103,1.2172,203.6,72.15,46.35,9322.0,8745.489263,4.509,109.5,,1151.2,,1.932367,3.8,28.5259,11.4725,,0.6546,6.858,,,,,3.6428,3.64,0.3845,29.2322,3.75,1.7062,6.52,103.1381,7.485,1.2609,41.585,6.2899,,3.6725,1.7926,1.0
2004-9-3,,0.6975,0.376,,0.2067,2.9353,1.7025,1.3006,625.55,8.2767,2552.78,25.997,6.1083,1.2175,203.64,71.9,46.32,9273.0,8744.810739,4.513,109.58,,1151.5,,1.932367,3.8,28.483,11.5279,74.945,0.6465,6.8267,,58.8418,,,3.6361,3.64,0.3845,29.2307,3.75,1.7025,6.595,103.0996,7.5,1.2603,41.525,6.2865,,3.6725,1.7895,1.0
2004-9-6,,0.6916,0.376,,,2.9281,,,,,2564.89,,6.1609,1.2071,,,46.32,,8785.08269,,110.3,,1148.8,0.2947,1.932367,3.8,,,,0.6474,6.8946,,,,,3.6576,3.64,0.3845,29.2183,3.75,,6.635,103.0523,,1.2705,41.611,6.2608,,3.6725,1.7805,1.0
2004-9-7,,0.6938,0.376,,0.20635,,1.7041,1.2876,621.93,8.2767,2564.89,26.256,6.1563,1.2079,204.65,72.33,46.37,9275.0,,4.508,109.7,,1152.8,0.2947,1.932367,3.8,28.4918,11.5689,74.945,0.6495,6.9016,,,,,3.6187,3.64,0.3845,29.2187,3.75,1.7041,6.635,102.9154,7.56,,41.653,,,3.6725,1.7759,1.0
2004-9-8,,0.6901,0.376,,0.2052,2.9134,1.6989,1.2902,622.56,8.2767,2552.74,26.37,6.1767,1.2039,206.14,72.61,46.34,9270.0,8760.839192,4.504,109.43,,1152.1,0.2947,1.932367,3.8,28.4925,11.5895,74.945,0.6463,6.9221,,58.8418,,,3.6388,3.64,0.3845,,3.75,1.6989,6.685,102.9496,7.5275,1.2757,41.651,,,3.6725,1.7748,1.0
2004-9-9,,0.6935,0.376,,0.20555,2.9006,1.6985,1.2875,620.32,8.2768,2536.0,26.012,6.0995,1.2191,204.28,72.13,46.3,9277.0,8712.422093,4.511,109.5,,1149.3,0.2947,1.932367,3.8,28.4502,11.5717,74.945,0.6536,6.8128,,58.8418,,,3.6007,3.64,0.3845,29.2173,3.75,1.6985,6.655,102.9624,7.48,1.263,41.602,6.2845,,3.6725,1.7836,1.0
2004-9-10,,0.6886,0.376,,0.20745,2.902,1.6989,1.2877,617.67,8.2766,2523.08,25.968,6.086,1.2219,204.98,72.03,46.27,9290.0,8707.477161,4.505,110.1,,1146.7,,1.932367,3.8,28.4846,11.6005,74.945,0.653,6.8111,,58.89845,,,3.6012,3.64,0.3845,29.2166,3.75,1.6989,6.68,102.9562,7.46,1.2611,41.573,6.257,,3.6725,1.7874,1.0
2004-9-13,,0.6966,0.376,,0.20875,2.898,1.6996,1.3003,618.33,8.2766,2535.29,25.864,6.078,1.2236,203.66,71.55,46.22,,8722.265182,4.495,109.47,,1145.9,0.2947,1.932367,3.8,28.506,11.576,74.945,0.6562,6.8237,,58.89845,,,3.5889,3.64,0.3845,29.2151,3.75,1.6996,,102.9004,7.4225,1.2579,41.545,6.274,,3.6725,1.8,1.0
2004-9-14,,0.699,0.376,,0.2095,2.9052,1.6931,1.2917,615.71,8.2767,2525.12,25.758,6.0787,1.2237,202.72,71.72,46.03,9188.0,8744.845447,4.479,109.85,,1145.0,0.2947,1.932367,3.8,28.5328,11.5851,74.945,0.6583,6.8342,,58.89845,,,3.5802,3.64,0.3845,29.2162,3.75,1.6931,6.53,102.9209,7.4125,1.2628,41.391,6.2845,,3.6725,1.7953,1.0
2004-9-15,,0.6989,0.376,,0.2084,,1.6907,1.2988,615.46,8.2768,2521.77,25.648,6.078,1.2238,202.66,71.72,45.8,9079.0,8740.76148,,109.7,,1145.4,0.2947,1.932367,3.8,28.5058,11.5333,74.945,0.6633,6.8622,,58.89845,,,3.5528,3.64,0.3845,29.2151,3.75,1.6907,6.555,102.9735,7.4425,1.26,41.26,6.2673,,3.6725,1.7872,1.0
2004-9-16,,0.6948,0.376,,0.20805,2.9034,1.6896,1.2894,615.14,8.2766,2536.4,25.848,6.1184,1.2158,203.59,71.96,45.95,9108.0,8761.234707,,109.95,,1144.4,,1.932367,3.8,28.5148,,74.54,0.657,6.9399,,58.89845,,,3.5761,3.64,0.3845,29.2187,3.75,1.6896,6.55,103.1475,,1.2695,41.259,6.2802,,3.6725,1.7869,1.0
2004-9-17,,0.6986,0.376,,0.20865,,1.6889,1.2997,,8.2767,2522.57,25.757,6.092,1.2211,202.69,71.61,45.83,9005.5,8744.825046,,109.6,,1146.3,,1.932367,3.8,28.4704,11.4774,74.54,0.661,6.9077,,,,,3.5672,3.64,0.3845,29.2214,3.75,1.6889,,103.514,7.48,1.2682,41.28,,,3.6725,1.796,1.0
2004-9-20,,0.6991,,,0.20915,2.8736,1.6906,1.2941,611.06,8.2767,2518.3,25.847,6.1307,1.2132,203.41,71.79,45.94,,8751.589807,4.478,,,1145.4,0.2947,,,28.4888,11.4557,74.54,0.6599,6.9403,,,,,3.5515,,,29.2154,,1.6906,6.52,103.5642,7.4725,1.2748,41.277,6.2684,,,1.783,1.0
2004-9-21,,0.7001,,,0.211,,1.6922,1.2884,609.84,8.2766,,25.643,6.0587,1.2276,201.95,71.44,45.86,8980.0,8705.096462,,110.0,,1147.1,0.2947,1.932367,3.8,28.4904,11.4294,74.54,0.6613,6.8385,,58.89845,,,3.5348,3.64,0.3845,29.2165,3.75,1.6922,6.44,103.539,7.4425,1.2615,41.344,,,3.6725,1.7944,1.0
2004-9-22,,0.7048,,,0.20895,2.8729,1.6887,1.2817,612.63,8.2766,,25.714,6.0742,1.2245,200.76,71.28,45.79,9025.0,8757.53364,,109.8,,1145.9,0.2947,,,28.4875,11.4012,74.54,0.6641,6.8546,,,,,3.5213,,,29.2172,,1.6887,6.52,103.5593,7.3625,1.2629,41.284,6.284,,,1.7891,1.0
2004-9-23,,0.7078,0.376,,0.20985,2.8669,1.695,1.2782,613.19,8.2766,,25.615,6.04,1.2315,200.21,71.23,45.94,9140.0,,4.484,,,1144.8,0.2947,1.932367,3.8,28.4909,11.418,74.54,0.6624,6.773,,58.89845,,,3.5358,3.64,0.3845,29.2146,3.75,1.695,,103.5641,7.38,1.2556,41.414,6.282,,3.6725,1.8015,1.0
2004-9-24,,0.7129,0.376,,0.21175,2.8717,1.6919,1.2758,613.85,8.2766,2567.83,25.649,6.0441,1.2309,200.2,71.22,45.94,9105.0,8728.86208,,110.55,,1147.3,,1.932367,3.8,28.484,11.4107,74.54,0.6672,6.7747,,59.21095,,,3.5423,3.64,0.3845,29.2151,3.75,1.6919,,103.5502,7.375,1.2582,41.39,,,3.6725,1.8017,1.0
2004-9-27,,0.7114,0.376,,0.21115,2.8727,1.6903,1.2737,613.51,8.2766,2602.2,25.77,6.0707,1.2254,200.57,71.22,45.95,9110.0,8766.083264,,110.62,,,0.2947,1.932367,3.8,28.5031,11.4348,74.54,0.6687,6.8268,,59.21095,,,3.5468,3.64,0.3845,29.2164,3.75,1.6903,6.425,103.4579,7.38,1.2643,41.47,,,3.6725,1.8038,1.0
